id,exp_session,test_type,result,added_at
196,2015-06-20 06:52:17+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M24,posttest,"{""posttest_1"":""5"",""posttest_2"":""5"",""posttest_3"":""5"",""posttest_4"":""5"",""posttest_5"":""5"",""posttest_6"":""5"",""posttest_7"":""5"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3.5"",""posttest_11"":""5"",""posttest_12"":""years"",""posttest_13"":""5"",""posttest_14"":""years"",""posttest_15"":""1"",""posttest_16"":""population standard deviation is equal to the square root of the variance"",""posttest_17"":""5"",""posttest_18"":"" they are measures of variability"",""posttest_19"":""5"",""posttest_20"":""Entering the data of a population\nComputing the arithmetic mean of a population\nGetting the difference of the population values from the mean\nFigure out the units for population variance\npopulation standard deviation"",""posttest_21"":""5"",""posttest_22"":""7"",""posttest_23"":""7"",""posttest_24"":""2"",""posttest_25"":""7"",""posttest_26"":""7"",""posttest_27"":""1""}",2015-06-20 07:31:18+00:00
197,2015-06-20 07:47:27+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:47:48+00:00
198,2015-06-20 07:47:27+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:47:50+00:00
199,2015-06-20 07:48:00+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:48:12+00:00
200,2015-06-20 07:48:00+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:48:19+00:00
201,2015-06-20 07:48:24+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:48:36+00:00
202,2015-06-20 07:48:24+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=False | group=0 | participant_id=,pretest,{},2015-06-20 07:48:37+00:00
203,2015-06-20 08:25:15+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M30,pretest,"{""pretest_1"":""31"",""pretest_2"":""Female"",""pretest_3"":""2"",""pretest_4"":""4"",""pretest_5"":""2"",""pretest_6"":""4"",""pretest_7"":""2"",""pretest_8"":""5"",""pretest_9"":""3"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3"",""pretest_13"":""1"",""pretest_14"":""age"",""pretest_15"":""1"",""pretest_16"":""no idea"",""pretest_17"":""1"",""pretest_18"":""how far the range goes from the average"",""pretest_19"":""1"",""pretest_20"":""how far the numbers vary and the average of the variance from the average"",""pretest_21"":""1""}",2015-06-20 08:29:20+00:00
204,2015-06-20 08:25:15+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M30,posttest,"{""posttest_1"":""3"",""posttest_2"":""4"",""posttest_3"":""3"",""posttest_4"":""3"",""posttest_5"":""3"",""posttest_6"":""5"",""posttest_7"":""3"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""4.9"",""posttest_11"":""4"",""posttest_12"":""years2"",""posttest_13"":""3"",""posttest_14"":""2.3"",""posttest_15"":""4"",""posttest_16"":""the variance from the average"",""posttest_17"":""3"",""posttest_18"":""the unit measured in is different"",""posttest_19"":""1"",""posttest_20"":""find average of the population, subtract that average from each of the population, then square each one and add them all then divide by 5, then find the square root"",""posttest_21"":""4"",""posttest_22"":""2"",""posttest_23"":""1"",""posttest_24"":""2"",""posttest_25"":""3"",""posttest_26"":""3"",""posttest_27"":""1""}",2015-06-20 08:46:49+00:00
205,2015-06-20 09:04:27+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M28,pretest,"{""pretest_1"":""44"",""pretest_2"":""Male"",""pretest_3"":""3"",""pretest_4"":""3"",""pretest_5"":""3"",""pretest_6"":""2"",""pretest_7"":""3"",""pretest_8"":""5"",""pretest_9"":""3"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3"",""pretest_13"":""1"",""pretest_14"":""1"",""pretest_15"":""1"",""pretest_16"":""3"",""pretest_17"":""1"",""pretest_18"":""How much difference there is between the various categories."",""pretest_19"":""1"",""pretest_20"":""Variance is greater than standard deviation."",""pretest_21"":""1""}",2015-06-20 09:06:23+00:00
206,2015-06-20 09:04:27+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M28,posttest,"{""posttest_1"":""3"",""posttest_2"":""3"",""posttest_3"":""3"",""posttest_4"":""3"",""posttest_5"":""2"",""posttest_6"":""5"",""posttest_7"":""4"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3"",""posttest_11"":""1"",""posttest_12"":""years squared"",""posttest_13"":""3"",""posttest_14"":""years"",""posttest_15"":""4"",""posttest_16"":""A measure of how much the data varies from the mean."",""posttest_17"":""2"",""posttest_18"":""I don't know, the video didn't really seem to explain that."",""posttest_19"":""4"",""posttest_20"":""Square the values in the sample and add them\nDivide them by the number of observations\nGet the square root of that"",""posttest_21"":""2"",""posttest_22"":""5"",""posttest_23"":""2"",""posttest_24"":""6"",""posttest_25"":""7"",""posttest_26"":""5"",""posttest_27"":""5""}",2015-06-20 09:22:45+00:00
207,2015-06-20 09:26:23+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M20,pretest,"{""pretest_1"":""44"",""pretest_2"":""Female"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""3"",""pretest_6"":""4"",""pretest_7"":""2"",""pretest_8"":""3"",""pretest_9"":""2"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""8"",""pretest_13"":""1"",""pretest_14"":"""",""pretest_15"":""1"",""pretest_16"":""1"",""pretest_17"":""1"",""pretest_18"":""i think it means the rough amount that statistical averages could be off"",""pretest_19"":""2"",""pretest_20"":""I think the variance helps to quantify the standard defiation"",""pretest_21"":""1""}",2015-06-20 09:29:15+00:00
208,2015-06-20 09:26:23+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M20,posttest,"{""posttest_1"":""4"",""posttest_2"":""4"",""posttest_3"":""5"",""posttest_4"":""5"",""posttest_5"":""3"",""posttest_6"":""4"",""posttest_7"":""3"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3.2"",""posttest_11"":""3"",""posttest_12"":""years squared"",""posttest_13"":""5"",""posttest_14"":""years"",""posttest_16"":""the amount that the population deviates from the mean"",""posttest_17"":""5"",""posttest_18"":""The variance is the distance each number is from the mean, the standard deviation is the mean of the variances"",""posttest_19"":""2"",""posttest_20"":""Find the mean\ncalculate the variance by squaring each number in the set and add them together\ndivided by the number of units in each set\ntake the square root of that number"",""posttest_21"":""5"",""posttest_22"":""6"",""posttest_23"":""1"",""posttest_24"":""1"",""posttest_25"":""2"",""posttest_26"":""7"",""posttest_27"":""6""}",2015-06-20 09:45:32+00:00
